county,candidate,votes
Elkhart,Jo Jorgensen,14
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,199
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,288
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,15
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,153
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,337
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,16
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,143
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,169
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,2
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,118
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,242
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,7
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,146
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,344
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,19
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,289
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,157
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,6
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,55
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,327
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,15
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,243
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,425
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,15
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,272
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,364
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,14
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,269
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,243
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,12
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,192
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,423
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,15
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,268
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,355
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,17
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,360
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,461
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,8
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,334
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,414
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,294
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,130
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,6
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,121
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,2
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,227
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,7
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,551
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,239
Elkhart,Howie Hawkins,3
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,9
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,372
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,270
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,528
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,506
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,14
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,466
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,465
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,21
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,327
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,162
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,321
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,389
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,13
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,316
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,414
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,14
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,501
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,329
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,153
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,319
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,149
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,620
Elkhart,Howie Hawkins,2
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,5
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,173
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,373
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,3
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,67
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,532
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,115
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,672
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,119
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,581
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,13
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,139
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,632
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,9
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,180
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,648
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,147
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,490
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,13
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,170
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,768
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,17
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,279
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,463
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,144
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,669
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,16
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,249
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,280
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,2
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,40
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,678
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,18
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,180
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,1
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,500
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,15
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,161
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,390
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,6
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,138
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,382
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,7
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,137
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,458
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,6
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,128
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,696
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,158
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,502
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,9
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,91
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,642
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,18
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,194
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,636
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,14
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,311
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,524
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,6
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,214
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,316
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,9
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,154
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,1
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,357
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,224
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,463
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,277
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,328
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,15
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,243
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,311
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,10
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,214
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,305
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,12
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,302
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,378
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,218
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,407
Elkhart,Howie Hawkins,1
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,11
Elkhart,Joe Schriner,0
Elkhart,Joseph R. Biden,292
Elkhart,Kasey Wells,0
Elkhart,Mitchell Williams,0
Elkhart,Randall F,0
Elkhart,Shawn Howard,0
Elkhart,Valerie Mccray,0
Elkhart,Abram Loeb,0
Elkhart,Brian Carroll,0
Elkhart,Christopher Stried,0
Elkhart,Deborah Rouse,0
Elkhart,Donald J. Trump,476
Elkhart,Howie Hawkins,0
Elkhart,James L Johnson Jr.,0
Elkhart,Jo Jorgensen,18
Elkhart,Joe Schriner,0
